valor_frete,cidade_cliente,estado_cliente,cidade_vendedor,estado_vendedor
15.52,tapes,RS,sao jose dos campos,SP
15.52,sao paulo,SP,santo andre,SP
15.52,nova lima,MG,rio de janeiro,RJ
15.52,rio de janeiro,RJ,ribeirao preto,SP
15.52,caxias do sul,RS,sao bernardo do campo,SP
15.52,guarulhos,SP,rio de janeiro,RJ
15.52,guarulhos,SP,rio de janeiro,RJ
15.52,vitoria,ES,sao paulo,SP
15.52,juiz de fora,MG,divinopolis,MG
15.52,araucaria,PR,rio de janeiro,RJ
15.52,araucaria,PR,rio de janeiro,RJ
15.52,sao paulo,SP,petropolis,RJ
15.52,aruja,SP,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,curitiba,PR,rio de janeiro,RJ
15.52,araucaria,PR,rio de janeiro,RJ
15.52,campinas,SP,contagem,MG
15.52,ribeirao preto,SP,sao paulo,SP
15.52,formosa,GO,guariba,SP
15.52,sorocaba,SP,navegantes,SC
15.52,ribeirao das neves,MG,rio de janeiro,RJ
15.52,sao paulo,SP,pirituba,SP
15.52,sabara,MG,sao paulo,SP
15.52,ourinhos,SP,sao goncalo,RJ
15.52,armacao dos buzios,RJ,sao jose dos campos,SP
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,sao paulo,SP,curitiba,PR
15.52,jacarei,SP,belo horizonte,MG
15.52,jesuania,MG,sao paulo,SP
15.52,sumare,SP,rio de janeiro,RJ
15.52,belo horizonte,MG,atibaia,SP
15.52,belo horizonte,MG,sao paulo,SP
15.52,sao miguel do oeste,SC,novo hamburgo,RS
15.52,sabara,MG,sao paulo,SP
15.52,brasilia,DF,guarulhos,SP
15.52,cachoeiro de itapemirim,ES,assis,SP
15.52,belo horizonte,MG,rio de janeiro,RJ
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,maringa,PR,sao goncalo,RJ
15.52,maringa,PR,sao goncalo,RJ
15.52,ourinhos,SP,novo hamburgo,RS
15.52,perdizes,MG,ribeirao preto,SP
15.52,carneirinho,MG,ibitinga,SP
15.52,rio de janeiro,RJ,guarulhos,SP
15.52,curitiba,PR,osasco,SP
15.52,munhoz,MG,petropolis,RJ
15.52,cabo frio,RJ,petropolis,RJ
15.52,ibitinga,SP,londrina,PR
15.52,itabira,MG,sao paulo,SP
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,ferraz de vasconcelos,SP,rio de janeiro,RJ
15.52,maria da fe,MG,assis,SP
15.52,belo horizonte,MG,ribeirao preto,SP
15.52,campo grande,MS,campinas,SP
15.52,niteroi,RJ,sao jose dos campos,SP
15.52,vitoria,ES,rio de janeiro,RJ
15.52,tres barras,SC,viamao,RS
15.52,santo angelo,RS,guariba,SP
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,angra dos reis,RJ,jau,SP
15.52,iguaba grande,RJ,sao paulo,SP
15.52,porto alegre,RS,sao bernardo do campo,SP
15.52,porto alegre,RS,sao bernardo do campo,SP
15.52,sao caetano do sul,SP,londrina,PR
15.52,bage,RS,maringa,PR
15.52,volta redonda,RJ,maua,SP
15.52,timoteo,MG,maua,SP
15.52,santos,SP,rio de janeiro,RJ
15.52,porto alegre,RS,guariba,SP
15.52,rio de janeiro,RJ,guariba,SP
15.52,barra mansa,RJ,ibitinga,SP
15.52,rio de janeiro,RJ,mogi guacu,SP
15.52,cariacica,ES,rio de janeiro,RJ
15.52,londrina,PR,sao paulo,SP
15.52,petropolis,RJ,sao paulo,SP
15.52,cachoeirinha,RS,guariba,SP
15.52,aparecida de goiania,GO,indaiatuba,SP
15.52,marau,RS,florianopolis,SC
15.52,rio de janeiro,RJ,jau,SP
15.52,santo angelo,RS,maringa,PR
15.52,santo angelo,RS,maringa,PR
15.52,jacarei,SP,contagem,MG
15.52,sao bernardo do campo,SP,rio de janeiro,RJ
15.52,sao paulo,SP,pirituba,SP
15.52,brasilia,DF,rio de janeiro,RJ
15.52,brasilia,DF,sao bernardo do campo,SP
15.52,sao pedro da aldeia,RJ,franca,SP
15.52,brasilia,DF,guariba,SP
15.52,rio de janeiro,RJ,guariba,SP
15.52,sao paulo,SP,rio de janeiro,RJ
15.52,sao carlos,SP,sao goncalo,RJ
15.52,brasilia,DF,ibitinga,SP
15.52,sao paulo,SP,curitiba,PR
15.52,vitoria,ES,rio de janeiro,RJ
15.52,betim,MG,rio de janeiro,RJ
15.52,sao paulo,SP,londrina,PR
15.52,santo andre,SP,contagem,MG
15.52,governador valadares,MG,ibitinga,SP
15.52,paranagua,PR,ibitinga,SP
15.52,rio de janeiro,RJ,sao paulo,SP
15.52,rio de janeiro,RJ,sao paulo,SP
15.51,nova serrana,MG,ponte nova,MG
15.51,maua,SP,capivari,SP
15.51,hidrolandia,GO,santo andre,SP
15.51,brasilia,DF,sao paulo,SP
15.51,francisco morato,SP,itapevi,SP
15.51,triunfo,RS,itapecerica da serra,SP
15.51,sao caetano do sul,SP,rio de janeiro,RJ
15.51,itajai,SC,guara,SP
15.51,itajai,SC,guara,SP
15.51,santa luzia,MG,santos,SP
15.51,belo horizonte,MG,sao paulo,SP
15.51,betim,MG,sao paulo,SP
15.51,perdigao,MG,barueri,SP
15.51,embu das artes,SP,rio de janeiro,RJ
15.51,curitiba,PR,sao paulo,SP
15.51,goiania,GO,ribeirao preto,SP
15.51,rio de janeiro,RJ,guarulhos,SP
15.51,campinas,SP,piracicaba,SP
15.51,curitiba,PR,sao paulo,SP
15.51,paulinia,SP,rio de janeiro,RJ
15.51,queimados,RJ,sao paulo,SP
15.51,florianopolis,SC,indaiatuba,SP
15.51,niteroi,RJ,betim,MG
15.51,ribeirao preto,SP,rio de janeiro,RJ
15.51,curitiba,PR,santana de parnaiba,SP
15.51,sao paulo,SP,curitiba,PR
15.51,itajai,SC,ribeirao pires,SP
15.51,brasilia,DF,rio de janeiro,RJ
15.51,belo horizonte,MG,sao paulo,SP
15.51,belo horizonte,MG,santo andre,SP
15.51,belo horizonte,MG,itapecerica da serra,SP
15.51,araucaria,PR,sao paulo,SP
15.51,vila muriqui,RJ,jau,SP
15.51,brasilia,DF,sao paulo,SP
15.51,sao goncalo,RJ,sao paulo,SP
15.51,brasilia,DF,sao paulo,SP
15.51,brasilia,DF,sao paulo,SP
15.51,curitiba,PR,itapecerica da serra,SP
15.51,santa teresa,ES,sao paulo,SP
15.51,santa teresa,ES,sao paulo,SP
15.51,piedade,SP,araucaria,PR
15.51,jundiai,SP,rio de janeiro,RJ
15.51,belo horizonte,MG,brasilia,DF
15.51,brasilia,DF,jau,SP
15.51,brasilia,DF,jau,SP
15.51,betim,MG,rio de janeiro,RJ
15.51,florianopolis,SC,cotia,SP
15.51,joinville,SC,jau,SP
15.51,sao paulo,SP,curitiba,PR
15.51,osasco,SP,belo horizonte,MG
15.51,rio de janeiro,RJ,sao caetano do sul,SP
15.51,diadema,SP,ribeirao preto,SP
15.5,curitiba,PR,rio de janeiro,RJ
15.5,rio de janeiro,RJ,ribeirao preto,SP
15.5,joao pinheiro,MG,ribeirao preto,SP
15.5,paranaiguara,GO,ribeirao preto,SP
15.5,alfredo vasconcelos,MG,sao paulo,SP
15.5,valenca,RJ,ribeirao preto,SP
15.5,simonesia,MG,ribeirao preto,SP
15.5,curitiba,PR,sao paulo,SP
15.5,tremembe,SP,salto,SP
15.5,jundiai,SP,sao paulo,SP
15.5,rio de janeiro,RJ,sao paulo,SP
15.5,niteroi,RJ,ribeirao preto,SP
15.5,tupi paulista,SP,sao paulo,SP
15.5,tupi paulista,SP,sao paulo,SP
15.5,paraguacu,MG,ribeirao preto,SP
15.5,duque de caxias,RJ,sao paulo,SP
15.5,gramado,RS,ribeirao preto,SP
15.5,rio de janeiro,RJ,ribeirao preto,SP
15.5,sao paulo,SP,curitiba,PR
15.5,niteroi,RJ,ribeirao preto,SP
15.5,belo horizonte,MG,ribeirao preto,SP
15.5,vila velha,ES,rio de janeiro,RJ
15.5,rio das ostras,RJ,sao carlos,SP
15.5,gravatai,RS,sao paulo,SP
15.5,contagem,MG,ribeirao preto,SP
15.5,contagem,MG,ribeirao preto,SP
15.5,paraty,RJ,ribeirao preto,SP
15.5,brasilia,DF,sao paulo,SP
15.5,rio de janeiro,RJ,ribeirao preto,SP
15.5,sumare,SP,betim,MG
15.5,cedral,SP,salto,SP
15.5,campinas,SP,sao paulo,SP
15.5,belo horizonte,MG,sao paulo,SP
15.5,serranopolis do iguacu,PR,ibitinga,SP
15.5,florianopolis,SC,navegantes,SC
15.5,santo andre,SP,curitiba,PR
15.5,belo horizonte,MG,ribeirao preto,SP
15.5,maceio,AL,recife,PE
15.5,sao paulo,SP,garulhos,SP
15.5,guarulhos,SP,curitiba,PR
15.5,vila muriqui,RJ,ribeirao preto,SP
15.5,goiania,GO,sumare,SP
15.5,nova iguacu,RJ,sao paulo,SP
15.5,brasilia,DF,ribeirao preto,SP
15.5,valparaiso de goias,GO,ribeirao preto,SP
15.5,guarulhos,SP,maringa,PR
15.5,petrolina,PE,recife,PE
15.5,rio de janeiro,RJ,ribeirao preto,SP
15.49,curitiba,PR,sao paulo,SP
15.49,embu das artes,SP,sao goncalo,RJ
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,belo horizonte,MG,sao paulo,SP
15.49,brasilia,DF,sao paulo,SP
15.49,carmo da mata,MG,petropolis,RJ
15.49,brasilia,DF,sao paulo,SP
15.49,uberaba,MG,sumare,SP
15.49,sao paulo,SP,mage,RJ
15.49,contagem,MG,riberao preto,SP
15.49,rio de janeiro,RJ,cotia,SP
15.49,ibate,SP,cruzeiro,SP
15.49,montes claros,MG,assis,SP
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,brasilia,DF,anapolis,GO
15.49,canoas,RS,sao paulo,SP
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,curitiba,PR,sumare,SP
15.49,santa rita do sapucai,MG,diadema,SP
15.49,santana de parnaiba,SP,franca,SP
15.49,piraquara,PR,santo andre,SP
15.49,sao vicente,SP,mandaguacu,PR
15.49,sao vicente,SP,mandaguacu,PR
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,maceio,AL,recife,PE
15.49,sao paulo,SP,ibitinga,SP
15.49,sao paulo,SP,sao joao de meriti,RJ
15.49,porto alegre,RS,curitiba,PR
15.49,santana de parnaiba,SP,belo horizonte,MG
15.49,santana de parnaiba,SP,belo horizonte,MG
15.49,santana de parnaiba,SP,belo horizonte,MG
15.49,indaiatuba,SP,curitiba,PR
15.49,embu das artes,SP,formiga,MG
15.49,embu das artes,SP,formiga,MG
15.49,embu das artes,SP,formiga,MG
15.49,embu das artes,SP,formiga,MG
15.49,bertioga,SP,mogi das cruzes,SP
15.49,bertioga,SP,mogi das cruzes,SP
15.49,canoas,RS,sao paulo,SP
15.49,sao paulo,SP,descalvado,SP
15.49,sao paulo,SP,curitiba,PR
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,belo horizonte,MG,sao paulo,SP
15.49,goiania,GO,santo andre,SP
15.49,pedro leopoldo,MG,sao paulo,SP
15.49,inhumas,GO,campinas,SP
15.49,sao paulo,SP,osasco,SP
15.49,nova iguacu,RJ,sao paulo,SP
15.49,diadema,SP,sao bernardo do campo,SP
15.49,serra,ES,sao bernardo do campo,SP
15.49,aracariguama,SP,formiga,MG
15.49,brasilia,DF,sao paulo,SP
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,brasilia,DF,sao paulo,SP
15.49,sao paulo,SP,ibitinga,SP
15.49,jandira,SP,ibitinga,SP
15.49,jandira,SP,ibitinga,SP
15.49,coronel fabriciano,MG,sumare,SP
15.49,atibaia,SP,osasco,SP
15.49,sao jose,SC,sao paulo,SP
15.49,rio de janeiro,RJ,sao paulo,SP
15.49,vargem bonita,SC,ibitinga,SP
15.49,uberlandia,MG,ibitinga,SP
15.49,ipubi,PE,recife,PE
15.49,rio de janeiro,RJ,belo horizonte,MG
15.49,sao paulo,SP,sao bernardo do campo,SP
15.49,brasilia,DF,sao paulo,SP
15.48,diadema,SP,guarulhos,SP
15.48,barueri,SP,sao bernardo do campo,SP
15.48,cravinhos,SP,navegantes,SC
15.48,porto alegre,RS,vicente de carvalho,SP
15.48,itapema,SC,navegantes,SC
15.48,turvo,PR,navegantes,SC
15.48,rio de janeiro,RJ,belo horizonte,MG
15.48,brasilia,DF,sorocaba,SP
15.48,sao paulo,SP,guarulhos,SP
15.48,sao paulo,SP,maringa,PR
15.48,sao paulo,SP,maringa,PR
15.48,braganca paulista,SP,navegantes,SC
15.48,ponta grossa,PR,navegantes,SC
15.48,belo horizonte,MG,sao paulo,SP
15.48,curitiba,PR,alvorada,RS
15.48,ourinhos,SP,sao paulo,SP
15.48,ourinhos,SP,sao paulo,SP
15.48,sao bernardo do campo,SP,guarulhos,SP
15.48,cianorte,PR,jussara,PR
15.48,sao caetano do sul,SP,guarulhos,SP
15.48,belo horizonte,MG,sao paulo,SP
15.48,belo horizonte,MG,sao paulo,SP
15.48,santo hipolito,MG,brasilia,DF
15.48,contagem,MG,borda da mata,MG
15.48,santa rosa de viterbo,SP,itajai,SC
15.48,santa rosa de viterbo,SP,itajai,SC
15.48,rio de janeiro,RJ,sao paulo,SP
15.48,buritis,MG,belo horizonte,MG
15.48,patos de minas,MG,borda da mata,MG
15.48,osasco,SP,guarulhos,SP
15.48,sao paulo,SP,londrina,PR
15.48,porto alegre,RS,penapolis,SP
15.48,sao paulo,SP,itajai,SC
15.48,aguas de lindoia,SP,navegantes,SC
15.48,barbacena,MG,borda da mata,MG
15.48,barbacena,MG,borda da mata,MG
15.48,barbacena,MG,borda da mata,MG
15.48,barbacena,MG,borda da mata,MG
15.48,itatiba,SP,borda da mata,MG
15.48,volta redonda,RJ,franca,SP
15.48,volta redonda,RJ,franca,SP
15.48,sao paulo,SP,itajai,SC
15.48,porto alegre,RS,itajai,SC
15.48,rio de janeiro,RJ,sao paulo,SP
15.48,sao paulo,SP,navegantes,SC
15.48,curitiba,PR,sao paulo,SP
15.48,belo horizonte,MG,indaiatuba,SP
15.48,sao paulo,SP,ibitinga,SP
15.48,sao paulo,SP,ibitinga,SP
15.48,indiana,SP,navegantes,SC
15.48,passo fundo,RS,navegantes,SC
15.48,rio de janeiro,RJ,sao paulo,SP
15.48,uba,MG,borda da mata,MG
15.48,cachoeirinha,RS,guarulhos,SP
15.47,cascavel,PR,curitiba,PR
15.47,pato branco,PR,curitiba,PR
15.47,sao paulo,SP,guarulhos,SP
15.47,blumenau,SC,brusque,SC
15.47,rio de janeiro,RJ,sumare,SP
15.47,brasilia,DF,sao paulo,SP
15.47,andira,PR,riberao preto,SP
15.47,santa barbara d'oeste,SP,betim,MG
15.47,maringa,PR,curitiba,PR
15.47,maringa,PR,curitiba,PR
15.47,ourinhos,SP,praia grande,SP
15.47,ourinhos,SP,praia grande,SP
15.47,brasilia,DF,sao joao de meriti,RJ
15.47,brasilia,DF,sao joao de meriti,RJ
15.47,florianopolis,SC,lages,SC
15.47,faxinal dos guedes,SC,maringa,PR
15.47,faxinal dos guedes,SC,maringa,PR
15.47,sao paulo,SP,atibaia,SP
15.47,niteroi,RJ,bom jardim,RJ
15.47,ponta grossa,PR,jussara,PR
15.47,campo largo,PR,sao paulo,SP
15.47,parati,RJ,petropolis,RJ
15.47,juti,MS,carapicuiba,SP
15.47,sao paulo,SP,jacutinga,MG
15.47,itaborai,RJ,sp,SP
15.47,sao paulo,SP,betim,MG
15.47,campo grande,MS,sao bernardo do campo,SP
15.47,sao paulo,SP,sao joao de meriti,RJ
15.47,amparo,SP,penapolis,SP
15.47,barreiras,BA,salvador,BA
15.47,italva,RJ,petropolis,RJ
15.47,extrema,MG,sao paulo,SP
15.47,curitiba,PR,montenegro,RS
15.47,mesquita,RJ,sao paulo,SP
15.47,mesquita,RJ,sao paulo,SP
15.47,sao paulo,SP,sao joao de meriti,RJ
15.47,sao miguel do oeste,SC,ibitinga,SP
15.46,contagem,MG,sao paulo,SP
15.46,sao goncalo,RJ,sao paulo,SP
15.46,campinas,SP,ibitinga,SP
15.46,campinas,SP,ibitinga,SP
15.46,campinas,SP,ibitinga,SP
15.46,sao paulo,SP,rio de janeiro,RJ
15.46,niteroi,RJ,sao paulo,SP
15.46,brasilia,DF,rio de janeiro,RJ
15.46,brasilia,DF,rio de janeiro,RJ
15.46,congonhas,MG,sao paulo,SP
15.46,sorocaba,SP,piracicaba,SP
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,sao paulo,SP,sao paulo,SP
15.46,guarulhos,SP,rio de janeiro,RJ
15.46,sao paulo,SP,belo horizonte,MG
15.46,nova odessa,SP,curitiba,PR
15.46,nova odessa,SP,curitiba,PR
15.46,rio de janeiro,RJ,cotia,SP
15.46,sao bernardo do campo,SP,joinville,SC
15.46,sao paulo,SP,diadema,SP
15.46,bauru,SP,sao paulo,SP
15.46,bauru,SP,sao paulo,SP
15.46,bauru,SP,sao paulo,SP
15.46,sao paulo,SP,belo horizonte,MG
15.46,jundiai,SP,ibitinga,SP
15.46,sao paulo,SP,rio de janeiro,RJ
15.46,sao paulo,SP,rio de janeiro,RJ
15.46,brasilia,DF,rio de janeiro,RJ
15.46,osasco,SP,colombo,PR
15.46,marialva,PR,salto,SP
15.46,sao paulo,SP,cascavel,PR
15.46,vargem bonita,SC,cornelio procopio,PR
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,sao paulo,SP,curitiba,PR
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,goiania,GO,indaiatuba,SP
15.46,sao paulo,SP,itaquaquecetuba,SP
15.46,sao paulo,SP,itaquaquecetuba,SP
15.46,canoas,RS,sao paulo,SP
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,betim,MG,sao bernardo do campo,SP
15.46,brasilia,DF,sao paulo,SP
15.46,vitoria,ES,ibitinga,SP
15.46,jacarei,SP,bauru,SP
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,rio de janeiro,RJ,ribeirao pires,SP
15.46,brasilia,DF,sao paulo,SP
15.46,sao paulo,SP,colombo,PR
15.46,sao paulo,SP,colombo,PR
15.46,belo horizonte,MG,sao paulo,SP
15.46,marilia,SP,curitiba,PR
15.46,cornelio procopio,PR,curitiba,PR
15.46,belo horizonte,MG,guara,SP
15.46,rio de janeiro,RJ,belo horizonte,MG
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,rio de janeiro,RJ,sao paulo,SP
15.46,sao bernardo do campo,SP,sao paulo,SP
15.46,curitiba,PR,sao paulo,SP
15.46,sao goncalo,RJ,sao paulo,SP
15.46,curitiba,PR,sao paulo,SP
15.46,jacarei,SP,curitiba,PR
15.46,belo horizonte,MG,sao goncalo,RJ
15.46,capao bonito,SP,ibitinga,SP
15.46,sao paulo,SP,rio de janeiro,RJ
15.46,paulinia,SP,sao paulo,SP
15.46,florianopolis,SC,sao paulo,SP
15.46,rio de janeiro,RJ,maua,SP
15.46,francisco morato,SP,belo horizonte,MG
15.46,sao paulo,SP,rio de janeiro,RJ
15.46,nilopolis,RJ,sao paulo,SP
15.46,curitiba,PR,joinville,SC
15.46,brasilia,DF,sao paulo,SP
15.46,sao bonifacio,SC,curitiba,PR
15.46,sao jose dos campos,SP,serra negra,SP
15.46,novo hamburgo,RS,sao paulo,SP
15.45,belo horizonte,MG,sao paulo,SP
15.45,belo horizonte,MG,rio de janeiro,RJ
15.45,florianopolis,SC,sao paulo,SP
15.45,bonito de minas,MG,aperibe,RJ
15.45,porto alegre,RS,indaiatuba,SP
15.45,londrina,PR,petropolis,RJ
15.45,santa clara d'oeste,SP,governador valadares,MG
15.45,rio de janeiro,RJ,sao paulo,SP
15.45,rio de janeiro,RJ,sao paulo,SP
15.45,brasilia,DF,sao paulo,SP
15.45,presidente prudente,SP,sao joao del rei,MG
15.45,goiania,GO,sao paulo,SP
15.45,sao paulo,SP,rio do sul,SC
15.45,itatiaia,RJ,sao paulo,SP
15.45,rio de janeiro,RJ,sao caetano do sul,SP
15.45,pedro leopoldo,MG,limeira,SP
15.45,sao jose,SC,ibitinga,SP
15.45,caxias do sul,RS,sao jose dos campos,SP
15.45,limeira,SP,sao paulo,SP
15.45,brasilia,DF,sao paulo,SP
15.45,guacui,ES,rio de janeiro,RJ
15.45,nova iguacu,RJ,belo horizonte,SP
15.45,contagem,MG,santo andre,SP
15.45,contagem,MG,santo andre,SP
15.45,contagem,MG,santo andre,SP
15.45,belo horizonte,MG,sao paulo,SP
15.45,rio de janeiro,RJ,curitiba,PR
15.45,belo horizonte,MG,sao paulo,SP
15.45,brasilia,DF,sao paulo,SP
15.45,vila velha,ES,sao caetano do sul,SP
15.45,divinopolis,MG,rio de janeiro,RJ
15.45,brasilia,DF,sao paulo,SP
15.45,vicosa,MG,sao paulo,SP
15.45,porto alegre,RS,sao paulo,SP
15.45,campo grande,MS,sao paulo,SP
15.45,sao paulo,SP,aperibe,RJ
15.45,pato branco,PR,rio de janeiro,RJ
15.45,sete lagoas,MG,sao paulo,SP
15.45,sao paulo,SP,cascavel,PR
15.45,pontal,SP,maringa,PR
15.45,ibiaca,RS,sao paulo,SP
15.45,nova lima,MG,rio de janeiro,RJ
15.45,porto alegre,RS,maringa,PR
15.45,piumhii,MG,ribeirao preto,SP
15.45,campo belo,MG,rio de janeiro,RJ
15.45,santo andre,SP,teixeira soares,PR
15.45,curitiba,PR,indaiatuba,SP
15.45,curitiba,PR,indaiatuba,SP
15.45,curitiba,PR,indaiatuba,SP
15.45,bady bassitt,SP,araguari,MG
15.45,guarulhos,SP,joinville,SC
15.45,sao paulo,SP,betim,MG
15.45,serra,ES,sao paulo,SP
15.45,serra,ES,sao jose dos campos,SP
15.45,rio de janeiro,RJ,sao joaquim da barra,SP
15.45,petropolis,RJ,sao paulo,SP
15.45,brasilia,DF,sao paulo,SP
15.45,rio de janeiro,RJ,guarulhos,SP
15.45,sao paulo,SP,belo horizonte,MG
15.45,sao jose,SC,sao paulo,SP
15.45,porto alegre,RS,indaiatuba,SP
15.45,belo horizonte,MG,sao paulo,SP
15.45,criciuma,SC,maringa,PR
15.45,criciuma,SC,maringa,PR
15.45,diadema,SP,videira,SC
15.45,poa,SP,sao joao del rei,MG
15.45,rio de janeiro,RJ,sao paulo,SP
15.45,leopoldina,MG,brasilia,DF
15.45,martinopolis,SP,curitiba,PR
15.45,sumare,SP,belo horizonte,MG
15.45,brasilia,DF,sao paulo,SP
15.45,brasilia,DF,sao joao del rei,MG
15.45,rio de janeiro,RJ,itapecerica da serra,SP
15.45,brasilia,DF,ribeirao preto,SP
15.45,hortolandia,SP,sao paulo,SP
15.45,sorocaba,SP,videira,SC
15.45,cachoeiras de macacu,RJ,petropolis,RJ
15.45,santa maria do herval,RS,florianopolis,SC
15.45,pelotas,RS,mogi das cruzes,SP
15.45,canoas,RS,santo andre,SP
15.45,canoas,RS,santo andre,SP
15.45,canoas,RS,santo andre,SP
15.45,canoas,RS,santo andre,SP
15.45,canoas,RS,santo andre,SP
15.45,belo horizonte,MG,sao paulo,SP
15.45,porto alegre,RS,sao paulo,SP
15.45,curitiba,PR,rio de janeiro,RJ
15.45,brasilia,DF,jacarei,SP
15.45,rio de janeiro,RJ,sao jose dos campos,SP
15.45,cacu,GO,carapicuiba,SP
15.45,sao paulo,SP,jacutinga,MG
15.45,santa maria de jetiba,ES,santo andre,SP
15.45,sao paulo,SP,fazenda rio grande,PR
15.45,contagem,MG,sao paulo,SP
15.45,belo horizonte,MG,itapecerica da serra,SP
15.45,indaiatuba,SP,sao joao del rei,MG
15.45,sao paulo,SP,pilar do sul,SP
15.45,brasilia,DF,sao paulo,SP
15.45,guarulhos,SP,rio de janeiro,RJ
15.45,imbituba,SC,apucarana,PR
15.45,belo horizonte,MG,sao paulo,SP
15.45,belo horizonte,MG,sao paulo,SP
15.45,curitiba,PR,porto alegre,RS
15.45,cachoeira paulista,SP,pinhais,PR
15.45,ibirite,MG,sao paulo,SP
15.45,sao geraldo,MG,sao paulo,SP
15.45,rio de janeiro,RJ,ibitinga,SP
15.45,niteroi,RJ,sao paulo,SP
15.45,niteroi,RJ,sao paulo,SP
15.45,aracatuba,SP,sao jose dos pinhais,PR
15.45,serra,ES,ribeirao preto,SP
15.45,duque de caxias,RJ,sorocaba,SP
15.45,ipatinga,MG,santo andre,SP
15.45,volta redonda,RJ,araguari,MG
15.45,sao paulo,SP,sao joao del rei,MG
15.45,rio de janeiro,RJ,santo andre,SP
15.45,petropolis,RJ,coronel fabriciano,MG
15.44,sao paulo,SP,niteroi,RJ
15.44,sao paulo,SP,niteroi,RJ
15.44,niteroi,RJ,campinas,SP
15.44,brasilia,DF,campinas,SP
15.44,rio de janeiro,RJ,sao paulo,SP
15.44,mage,RJ,campinas,SP
15.44,rio de janeiro,RJ,santos,SP
15.44,brasilia,DF,sao paulo,SP
15.44,goianesia,GO,ibitinga,SP
15.44,goianesia,GO,ibitinga,SP
15.44,rio de janeiro,RJ,santos,SP
15.44,sao paulo,SP,rio de janeiro,RJ
15.44,sao paulo,SP,porto alegre,RS
15.44,porto alegre,RS,salto,SP
15.44,florianopolis,SC,campinas,SP
15.44,rio claro,SP,sao paulo,SP
15.44,brasilia,DF,campinas,SP
15.44,nova ponte,MG,sao paulo,SP
15.44,sao paulo,SP,balneario camboriu,SC
15.44,candido de abreu,PR,sao paulo,SP
15.44,tres marias,MG,sao paulo,SP
15.44,osasco,SP,atibaia,SP
15.44,assai,PR,sao paulo,SP
15.44,goiania,GO,carapicuiba,SP
15.44,paicandu,PR,assis,SP
15.44,salto do lontra,PR,itapecerica da serra,SP
15.44,parauna,GO,sao paulo,SP
15.44,barrinha,SP,maringa,PR
15.44,goiania,GO,campinas,SP
15.44,belo horizonte,MG,sao paulo,SP
15.44,passos,MG,sao paulo,SP
15.44,curitiba,PR,sao paulo,SP
15.44,goiania,GO,sao paulo,SP
15.44,belo horizonte,MG,campinas,SP
15.44,belo horizonte,MG,campinas,SP
15.44,itumbiara,GO,sao paulo,SP
15.44,conselheiro lafaiete,MG,sao paulo,SP
15.44,curitiba,PR,sao paulo,SP
15.44,porto alegre,RS,itajai,SC
15.44,rio de janeiro,RJ,sao paulo,SP
15.44,governador valadares,MG,sao paulo,SP
15.44,rio de janeiro,RJ,sao paulo,SP
15.44,mafra,SC,itapecerica da serra,SP
15.44,resende,RJ,maringa,PR
15.44,rio de janeiro,RJ,congonhal,MG
15.44,curitiba,PR,campinas,SP
15.44,mogi das cruzes,SP,palhoca,SC
15.44,petropolis,RJ,sao paulo,SP
15.44,belford roxo,RJ,sao carlos,SP
15.44,rio de janeiro,RJ,santos,SP
15.44,cidreira,RS,sarandi,PR
15.44,urania,SP,praia grande,SP
15.44,urania,SP,praia grande,SP
15.44,goiania,GO,sao paulo,SP
15.44,curitiba,PR,ribeirao preto,SP
15.44,florianopolis,SC,maringa,PR
15.44,curitiba,PR,sao paulo,SP
15.44,raul soares,MG,franca,SP
15.44,sao paulo,SP,atibaia,SP
15.44,sao paulo,SP,congonhal,MG
15.44,rio de janeiro,RJ,santos,SP
15.44,belo horizonte,MG,sao paulo,SP
